origin_station,destination_station,code
江油,绵阳,G571
绵阳,成都东,G571
成都东,内江北,G571
内江北,永川东,G571
永川东,重庆西,G571
黄冈东,武汉,G572
漯河西,郑州东,G572
郑州东,鹤壁东,G572
鹤壁东,安阳东,G572
安阳东,石家庄,G572
石家庄,定州东,G572
定州东,涿州东,G572
涿州东,北京西,G572
北京西,保定东,G573
新乡东,郑州东,G573
郑州东,驻马店西,G573
驻马店西,信阳东,G573
信阳东,武汉,G573
武汉,黄冈东,G573
重庆西,永川东,G574
成都东,绵阳,G574
绵阳,广元,G574
广元,汉中,G574
汉中,西安北,G574
西安北,华山北,G574
华山北,渑池南,G574
渑池南,洛阳龙门,G574
洛阳龙门,郑州东,G574
郑州东,鹤壁东,G574
鹤壁东,邢台东,G574
邢台东,石家庄,G574
石家庄,定州东,G574
定州东,涿州东,G574
涿州东,北京西,G574
南京南,合肥南,G579
合肥南,六安,G579
六安,红安西,G579
红安西,武汉,G579
武汉,咸宁北,G579
咸宁北,岳阳东,G579
岳阳东,长沙南,G579
长沙南,汨罗东,G580
汨罗东,赤壁北,G580
赤壁北,咸宁北,G580
咸宁北,武汉,G580
武汉,红安西,G580
红安西,麻城北,G580
麻城北,六安,G580
六安,合肥南,G580
合肥南,南京南,G580
北京西,高碑店东,G585
石家庄,邢台东,G585
邢台东,邯郸东,G585
邯郸东,安阳东,G585
安阳东,新乡东,G585
新乡东,郑州东,G585
郑州东,许昌东,G585
许昌东,漯河西,G585
漯河西,信阳东,G585
信阳东,武汉,G585
武汉,郑州东,G586
保定东,北京西,G586
北京西,保定东,G587
邢台东,安阳东,G587
安阳东,鹤壁东,G587
鹤壁东,新乡东,G587
新乡东,郑州东,G587
郑州东,许昌东,G587
许昌东,漯河西,G587
漯河西,信阳东,G587
信阳东,汉口,G587
汉口,随州南,G587
随州南,枣阳,G587
枣阳,襄阳东,G587
武汉,郑州东,G588
北京西,保定东,G601
石家庄,太原南,G601
太原南,阳泉北,G602
保定东,北京西,G602
北京西,高碑店东,G603
太原南,石家庄,G604
保定东,北京西,G604
北京西,保定东,G605
阳泉北,太原南,G605
太原南,太谷西,G605
太谷西,平遥古城,G605
平遥古城,霍州东,G605
霍州东,临汾西,G605
临汾西,襄汾西,G605
襄汾西,侯马西,G605
侯马西,运城北,G605
运城北,永济北,G605
太原南,阳泉北,G606
阳泉北,石家庄,G606
石家庄,高碑店东,G606
高碑店东,北京西,G606
北京西,高碑店东,G607
石家庄,太原南,G607
北京西,保定东,G609
阳泉北,太原南,G609
太原南,石家庄,G610
涿州东,北京西,G610
北京西,涿州东,G611
涿州东,高碑店东,G611
高碑店东,保定东,G611
保定东,石家庄,G611
石家庄,太原南,G611
太原南,阳泉北,G612
保定东,北京西,G612
北京西,涿州东,G613
阳泉北,太原南,G613
太原南,阳泉北,G614
阳泉北,石家庄,G614
石家庄,保定东,G614
保定东,北京西,G614
北京西,正定机场,G615
阳泉北,太原南,G615
永济北,运城北,G616
临汾西,灵石东,G616
灵石东,平遥古城,G616
平遥古城,太谷西,G616
太谷西,晋中,G616
晋中,太原南,G616
太原南,阳泉北,G616
阳泉北,石家庄,G616
石家庄,保定东,G616
保定东,北京西,G616
太原南,阳泉北,G618
北京西,高碑店东,G619
高碑店东,石家庄,G619
石家庄,阳泉北,G619
阳泉北,太原南,G619
太原南,阳泉北,G620
涿州东,北京西,G620
北京西,涿州东,G621
石家庄,阳泉北,G621
阳泉北,太原南,G621
太原南,阳泉北,G622
保定东,北京西,G622
北京西,保定东,G623
阳泉北,太原南,G623
太原南,石家庄,G624
北京西,石家庄,G625
太原南,阳泉北,G626
保定东,高碑店东,G626
高碑店东,北京西,G626
北京西,保定东,G627
石家庄,阳泉北,G627
阳泉北,太原南,G627
太原南,太谷西,G627
太谷西,平遥古城,G627
平遥古城,临汾西,G627
临汾西,侯马西,G627
侯马西,运城北,G627
运城北,闻喜西,G628
临汾西,洪洞西,G628
洪洞西,霍州东,G628
霍州东,介休东,G628
介休东,祁县东,G628
祁县东,太原南,G628
太原南,阳泉北,G628
阳泉北,石家庄,G628
石家庄,保定东,G628
保定东,高碑店东,G628
高碑店东,北京西,G628
北京西,涿州东,G629
正定机场,石家庄,G629
石家庄,太原南,G629
太原南,石家庄,G630
南昌西,高安,G631
宜春,萍乡北,G631
萍乡北,长沙南,G631
长沙南,株洲西,G631
株洲西,郴州西,G631
郴州西,韶关,G631
韶关,广州南,G631
广州南,英德西,G632
株洲西,长沙南,G632
长沙南,萍乡北,G632
萍乡北,新余北,G632
新余北,南昌西,G632
九江,庐山,G633
南昌西,新余北,G633
新余北,萍乡北,G633
萍乡北,长沙南,G633
长沙南,株洲西,G633
株洲西,耒阳西,G633
耒阳西,韶关,G633
韶关,广州北,G633
广州北,广州南,G633
广州南,虎门,G633
虎门,深圳北,G633
深圳北,虎门,G634
韶关,郴州西,G634
郴州西,衡阳东,G634
衡阳东,长沙南,G634
长沙南,醴陵东,G634
醴陵东,萍乡北,G634
萍乡北,宜春,G634
宜春,新余北,G634
新余北,高安,G634
高安,南昌西,G634
南昌西,德安,G634
德安,九江,G634
淮南南,合肥南,G635
无为,铜陵北,G635
铜陵北,泾县,G635
泾县,旌德,G635
旌德,绩溪北,G635
绩溪北,黄山北,G635
黄山北,婺源,G635
婺源,上饶,G635
上饶,鹰潭北,G635
鹰潭北,抚州东,G635
抚州东,南昌西,G635
南昌西,高安,G635
高安,长沙南,G635
长沙南,广州南,G635
广州南,深圳北,G635
深圳北,广州南,G636
郴州西,衡阳东,G636
衡阳东,长沙南,G636
长沙南,醴陵东,G636
醴陵东,宜春,G636
宜春,高安,G636
高安,南昌西,G636
南昌西,鹰潭北,G636
鹰潭北,上饶,G636
上饶,婺源,G636
婺源,黄山北,G636
黄山北,绩溪北,G636
绩溪北,泾县,G636
泾县,铜陵北,G636
铜陵北,巢湖东,G636
巢湖东,合肥南,G636
合肥南,淮南南,G636
南昌西,宜春,G637
长沙南,株洲西,G637
株洲西,衡阳东,G637
衡阳东,郴州西,G637
郴州西,广州南,G637
广州南,虎门,G637
虎门,深圳北,G637
深圳北,广州南,G638
萍乡北,宜春,G638
宜春,南昌西,G638
南昌西,新余北,G645
萍乡北,醴陵东,G645
醴陵东,长沙南,G645
长沙南,衡阳东,G645
衡阳东,郴州西,G645
郴州西,韶关,G645
韶关,广州南,G645
广州南,韶关,G646
衡阳东,长沙南,G646
长沙南,萍乡北,G646
萍乡北,新余北,G646
新余北,南昌西,G646
合肥南,六安,G649
麻城北,武汉,G649
武汉,咸宁北,G649
咸宁北,岳阳东,G649
岳阳东,长沙南,G649
长沙南,株洲西,G649
株洲西,衡阳东,G649
衡阳东,郴州西,G649
郴州西,英德西,G649
英德西,广州南,G649
广州南,韶关,G650
衡阳东,株洲西,G650
株洲西,长沙南,G650
长沙南,岳阳东,G650
岳阳东,武汉,G650
武汉,麻城北,G650
麻城北,六安,G650
六安,合肥南,G650
北京西,保定东,G651
邢台东,邯郸东,G651
邯郸东,安阳东,G651
安阳东,鹤壁东,G651
鹤壁东,郑州东,G651
郑州东,洛阳龙门,G651
洛阳龙门,渑池南,G651
渑池南,华山北,G651
华山北,渭南北,G651
渭南北,西安北,G651
西安北,三门峡南,G652
鹤壁东,石家庄,G652
石家庄,保定东,G652
保定东,高碑店东,G652
高碑店东,北京西,G652
北京西,保定东,G653
高邑西,邢台东,G653
邢台东,新乡东,G653
新乡东,郑州东,G653
郑州东,巩义南,G653
巩义南,渑池南,G653
渑池南,灵宝西,G653
灵宝西,华山北,G653
华山北,渭南北,G653
渭南北,西安北,G653
北京西,保定东,G655
邢台东,邯郸东,G655
邯郸东,鹤壁东,G655
鹤壁东,郑州东,G655
郑州东,洛阳龙门,G655
洛阳龙门,渑池南,G655
渑池南,西安北,G655
西安北,渑池南,G656
郑州东,安阳东,G656
安阳东,邢台东,G656
邢台东,石家庄,G656
石家庄,高碑店东,G656
高碑店东,北京西,G656
西安北,华山北,G658
郑州东,新乡东,G658
新乡东,安阳东,G658
安阳东,邯郸东,G658
邯郸东,石家庄,G658
石家庄,保定东,G658
保定东,北京西,G658
北京西,高碑店东,G659
定州东,石家庄,G659
石家庄,邢台东,G659
邢台东,安阳东,G659
安阳东,新乡东,G659
新乡东,郑州东,G659
郑州东,巩义南,G659
巩义南,三门峡南,G659
三门峡南,华山北,G659
华山北,西安北,G659
西安北,华山北,G660
华山北,三门峡南,G660
三门峡南,巩义南,G660
巩义南,郑州西,G660
郑州西,郑州东,G660
郑州东,新乡东,G660
新乡东,鹤壁东,G660
鹤壁东,安阳东,G660
安阳东,邯郸东,G660
邯郸东,石家庄,G660
石家庄,北京西,G660
北京西,保定东,G661
保定东,正定机场,G661
正定机场,石家庄,G661
石家庄,邢台东,G661
邢台东,安阳东,G661
安阳东,鹤壁东,G661
鹤壁东,郑州东,G661
郑州东,巩义南,G661
巩义南,渑池南,G661
渑池南,三门峡南,G661
三门峡南,西安北,G661
北京西,保定东,G663
邢台东,邯郸东,G663
邯郸东,鹤壁东,G663
鹤壁东,郑州东,G663
郑州东,洛阳龙门,G663
洛阳龙门,渑池南,G663
渑池南,西安北,G663
西安北,渭南北,G664
三门峡南,洛阳龙门,G664
洛阳龙门,郑州东,G664
郑州东,新乡东,G664
新乡东,安阳东,G664
安阳东,邢台东,G664
邢台东,石家庄,G664
石家庄,涿州东,G664
涿州东,北京西,G664
北京西,涿州东,G665
石家庄,邯郸东,G665
邯郸东,新乡东,G665
新乡东,郑州东,G665
郑州东,洛阳龙门,G665
洛阳龙门,三门峡南,G665
三门峡南,西安北,G665
西安北,华山北,G666
洛阳龙门,郑州东,G666
郑州东,安阳东,G666
安阳东,邯郸东,G666
邯郸东,石家庄,G666
石家庄,高碑店东,G666
高碑店东,北京西,G666
北京西,涿州东,G667
石家庄,邯郸东,G667
邯郸东,安阳东,G667
安阳东,鹤壁东,G667
鹤壁东,新乡东,G667
新乡东,郑州东,G667
郑州东,洛阳龙门,G667
洛阳龙门,三门峡南,G667
三门峡南,华山北,G667
华山北,西安北,G667
西安北,华山北,G668
洛阳龙门,郑州东,G668
郑州东,新乡东,G668
新乡东,石家庄,G668
石家庄,保定东,G668
保定东,北京西,G668
西安北,渭南北,G670
洛阳龙门,郑州东,G670
郑州东,邯郸东,G670
邯郸东,石家庄,G670
石家庄,北京西,G670
北京西,保定东,G671
石家庄,邢台东,G671
邢台东,邯郸东,G671
邯郸东,鹤壁东,G671
鹤壁东,郑州东,G671
郑州东,郑州西,G671
郑州西,洛阳龙门,G671
洛阳龙门,三门峡南,G671
三门峡南,灵宝西,G671
灵宝西,华山北,G671
华山北,西安北,G671
西安北,杨陵南,G671
杨陵南,岐山,G671
岐山,宝鸡南,G671
宝鸡南,岐山,G672
西安北,灵宝西,G672
灵宝西,洛阳龙门,G672
洛阳龙门,郑州东,G672
郑州东,新乡东,G672
新乡东,鹤壁东,G672
鹤壁东,邯郸东,G672
邯郸东,石家庄,G672
石家庄,保定东,G672
保定东,北京西,G672
北京西,高碑店东,G673
石家庄,邢台东,G673
邢台东,安阳东,G673
安阳东,郑州东,G673
郑州东,洛阳龙门,G673
洛阳龙门,西安北,G673
西安北,咸阳秦都,G673
咸阳秦都,杨陵南,G673
杨陵南,岐山,G673
岐山,宝鸡南,G673
宝鸡南,杨陵南,G674
西安北,渭南北,G674
渭南北,华山北,G674
华山北,三门峡南,G674
三门峡南,洛阳龙门,G674
洛阳龙门,郑州东,G674
郑州东,鹤壁东,G674
鹤壁东,邢台东,G674
邢台东,高邑西,G674
高邑西,石家庄,G674
石家庄,保定东,G674
保定东,北京西,G674
大连北,营口东,G701
辽阳,沈阳南,G701
沈阳南,沈阳,G701
沈阳,铁岭西,G701
铁岭西,长春西,G701
长春西,德惠西,G701
德惠西,哈尔滨西,G701
哈尔滨西,扶余北,G702
铁岭西,沈阳,G702
沈阳,辽阳,G702
辽阳,海城西,G702
海城西,鲅鱼圈,G702
鲅鱼圈,大连北,G702
大连北,营口东,G703
辽阳,沈阳,G703
沈阳,沈阳北,G703
沈阳北,四平东,G703
四平东,长春西,G703
长春西,哈尔滨,G703
哈尔滨,肇东,G703
肇东,大庆东,G703
哈尔滨西,扶余北,G704
长春西,开原西,G704
开原西,沈阳北,G704
沈阳北,沈阳南,G704
沈阳南,辽阳,G704
辽阳,鞍山西,G704
鞍山西,鲅鱼圈,G704
鲅鱼圈,普湾,G704
普湾,大连北,G704
大连北,鲅鱼圈,G705
辽阳,沈阳北,G705
沈阳北,开原西,G705
开原西,长春西,G705
长春西,哈尔滨西,G705
哈尔滨西,长春西,G706
沈阳北,沈阳,G706
沈阳,辽阳,G706
辽阳,鞍山西,G706
鞍山西,盖州西,G706
盖州西,大连北,G706
大连北,普湾,G707
鞍山西,沈阳,G707
沈阳,铁岭西,G707
铁岭西,四平东,G707
四平东,长春西,G707
长春西,德惠西,G707
德惠西,扶余北,G707
扶余北,哈尔滨西,G707
哈尔滨西,帽儿山西,G707
帽儿山西,尚志南,G707
尚志南,苇河西,G707
苇河西,亚布力西,G707
亚布力西,横道河子东,G707
横道河子东,海林北,G707
海林北,牡丹江,G707
哈尔滨西,扶余北,G708
四平东,铁岭西,G708
铁岭西,沈阳北,G708
沈阳北,沈阳,G708
沈阳,鞍山西,G708
鞍山西,海城西,G708
海城西,鲅鱼圈,G708
鲅鱼圈,瓦房店西,G708
瓦房店西,大连北,G708
大连北,鲅鱼圈,G709
沈阳,铁岭西,G709
铁岭西,四平东,G709
四平东,长春西,G709
长春西,德惠西,G709
德惠西,哈尔滨西,G709
哈尔滨西,德惠西,G710
铁岭西,沈阳,G710
沈阳,辽阳,G710
辽阳,营口东,G710
营口东,大连北,G710
大连北,辽阳,G711
开原西,四平东,G711
四平东,长春西,G711
长春西,哈尔滨西,G711
哈尔滨西,哈尔滨北,G711
哈尔滨北,肇东,G711
肇东,安达,G711
安达,大庆西,G711
大庆西,齐齐哈尔南,G711
哈尔滨西,长春西,G712
沈阳北,辽阳,G712
辽阳,鲅鱼圈,G712
鲅鱼圈,大连北,G712
大连北,海城西,G713
沈阳,铁岭西,G713
铁岭西,四平东,G713
四平东,长春西,G713
长春西,哈尔滨西,G713
绥芬河,绥阳,G714
牡丹江,海林北,G714
海林北,亚布力西,G714
亚布力西,苇河西,G714
苇河西,尚志南,G714
尚志南,阿城北,G714
阿城北,哈尔滨,G714
哈尔滨,哈尔滨西,G714
哈尔滨西,德惠西,G714
德惠西,长春西,G714
长春西,四平东,G714
四平东,沈阳北,G714
沈阳北,鞍山西,G714
鞍山西,盖州西,G714
盖州西,大连北,G714
牡丹江,海林北,G716
一面坡北,尚志南,G716
尚志南,阿城北,G716
阿城北,哈尔滨西,G716
哈尔滨西,双城北,G716
双城北,扶余北,G716
扶余北,长春西,G716
长春西,四平东,G716
四平东,铁岭西,G716
铁岭西,沈阳,G716
沈阳,沈阳南,G716
沈阳南,鞍山西,G716
鞍山西,海城西,G716
海城西,营口东,G716
营口东,大连北,G716
大连北,鲅鱼圈,G717
鞍山西,辽阳,G717
辽阳,沈阳南,G717
沈阳南,沈阳北,G717
沈阳北,昌图西,G717
昌图西,四平东,G717
四平东,长春西,G717
长春西,哈尔滨西,G717
哈尔滨西,哈尔滨,G717
哈尔滨,阿城北,G717
阿城北,尚志南,G717
尚志南,苇河西,G717
苇河西,亚布力西,G717
亚布力西,海林北,G717
海林北,牡丹江,G717
牡丹江,穆棱,G717
穆棱,绥芬河,G717
合肥南,南京南,G718
大连北,普湾,G719
海城西,沈阳南,G719
沈阳南,沈阳,G719
沈阳,铁岭西,G719
铁岭西,开原西,G719
开原西,长春西,G719
长春西,德惠西,G719
德惠西,双城北,G719
双城北,哈尔滨西,G719
哈尔滨西,扶余北,G720
铁岭西,沈阳北,G720
沈阳北,辽阳,G720
辽阳,鞍山西,G720
鞍山西,海城西,G720
海城西,鲅鱼圈,G720
鲅鱼圈,大连北,G720
齐齐哈尔南,杜尔伯特,G722
安达,肇东,G722
肇东,哈尔滨,G722
哈尔滨,哈尔滨西,G722
哈尔滨西,双城北,G722
双城北,德惠西,G722
德惠西,长春西,G722
长春西,公主岭南,G722
公主岭南,四平东,G722
四平东,沈阳,G722
沈阳,辽阳,G722
辽阳,海城西,G722
海城西,鲅鱼圈,G722
鲅鱼圈,大连北,G722
哈尔滨西,德惠西,G724
昌图西,沈阳,G724
沈阳,沈阳南,G724
沈阳南,辽阳,G724
辽阳,鞍山西,G724
鞍山西,鲅鱼圈,G724
鲅鱼圈,大连北,G724
大连北,普湾,G725
鞍山西,沈阳南,G725
沈阳南,沈阳北,G725
沈阳北,四平东,G725
四平东,长春西,G725
长春西,德惠西,G725
德惠西,哈尔滨西,G725
大连北,盖州西,G727
辽阳,沈阳,G727
沈阳,沈阳北,G727
沈阳北,四平东,G727
四平东,长春西,G727
长春西,扶余北,G727
扶余北,哈尔滨西,G727
哈尔滨西,长春西,G728
沈阳,鞍山西,G728
鞍山西,大连北,G728
大连北,瓦房店西,G729
营口东,鞍山西,G729
鞍山西,沈阳南,G729
沈阳南,沈阳,G729
沈阳,四平东,G729
四平东,长春西,G729
长春西,哈尔滨西,G729
哈尔滨西,德惠西,G730
昌图西,沈阳北,G730
沈阳北,沈阳南,G730
沈阳南,鞍山西,G730
鞍山西,营口东,G730
营口东,盖州西,G730
盖州西,大连北,G730
大连北,盖州西,G731
沈阳,沈阳北,G731
沈阳北,四平东,G731
四平东,长春西,G731
长春西,哈尔滨西,G731
大连北,瓦房店西,G733
营口东,辽阳,G733
辽阳,沈阳南,G733
沈阳南,沈阳,G733
沈阳,四平东,G733
四平东,长春西,G733
长春西,哈尔滨西,G733
哈尔滨西,宾州,G733
宾州,胜利镇,G733
胜利镇,依兰,G733
依兰,佳木斯,G733
佳木斯,依兰,G752
方正,宾州,G752
宾州,哈尔滨,G752
哈尔滨,双城北,G752
双城北,扶余北,G752
扶余北,德惠西,G752
德惠西,长春西,G752
长春西,铁岭西,G752
铁岭西,沈阳北,G752
沈阳北,四平东,G753
德惠西,双城北,G753
双城北,哈尔滨,G753
哈尔滨,宾州,G753
宾州,胜利镇,G753
胜利镇,方正,G753
方正,依兰,G753
依兰,佳木斯,G753
佳木斯,依兰,G754
宾州,哈尔滨,G754
哈尔滨,哈尔滨西,G754
哈尔滨西,德惠西,G754
德惠西,长春西,G754
长春西,昌图西,G754
昌图西,铁岭西,G754
铁岭西,沈阳北,G754
沈阳北,昌图西,G755
双城北,哈尔滨西,G755
盘锦,辽阳,G763
铁岭西,四平东,G763
四平东,长春西,G763
长春西,扶余北,G763
扶余北,哈尔滨西,G763
哈尔滨西,德惠西,G764
四平东,铁岭西,G764
铁岭西,沈阳,G764
沈阳,辽阳,G764
辽阳,鞍山西,G764
鞍山西,海城西,G764
海城西,盘锦,G764
大连北,瓦房店西,G765
沈阳南,沈阳,G765
沈阳,四平东,G765
四平东,公主岭南,G765
公主岭南,长春西,G765
长春西,扶余北,G765
扶余北,哈尔滨,G765
哈尔滨,哈尔滨北,G765
哈尔滨北,安达,G765
安达,大庆西,G765
大庆西,齐齐哈尔南,G765
齐齐哈尔南,杜尔伯特,G766
安达,肇东,G766
肇东,哈尔滨北,G766
哈尔滨北,哈尔滨,G766
哈尔滨,哈尔滨西,G766
哈尔滨西,双城北,G766
双城北,长春西,G766
长春西,四平东,G766
四平东,铁岭西,G766
铁岭西,沈阳北,G766
沈阳北,辽阳,G766
辽阳,鞍山西,G766
鞍山西,海城西,G766
海城西,营口东,G766
营口东,鲅鱼圈,G766
鲅鱼圈,大连北,G766
大连北,鲅鱼圈,G767
鞍山西,辽阳,G767
辽阳,沈阳,G767
沈阳,沈阳北,G767
沈阳北,铁岭西,G767
铁岭西,四平东,G767
四平东,长春西,G767
长春西,哈尔滨西,G767
齐齐哈尔,大庆西,G768
双城北,长春西,G768
长春西,四平东,G768
四平东,沈阳,G768
沈阳,辽阳,G768
辽阳,海城西,G768
海城西,瓦房店西,G768
瓦房店西,大连北,G768
大连北,鲅鱼圈,G769
鞍山西,沈阳南,G769
沈阳南,沈阳,G769
沈阳,长春西,G769
长春西,哈尔滨西,G769
大庆东,哈尔滨,G770
四平东,沈阳北,G770
沈阳北,大连北,G770
大连北,鲅鱼圈,G771
鞍山西,辽阳,G771
辽阳,沈阳北,G771
沈阳北,四平东,G771
四平东,长春西,G771
长春西,德惠西,G771
德惠西,扶余北,G771
扶余北,双城北,G771
双城北,哈尔滨西,G771
哈尔滨西,宾州,G771
宾州,方正,G771
方正,依兰,G771
依兰,佳木斯,G771
佳木斯,依兰,G772
宾州,哈尔滨西,G772
哈尔滨西,长春西,G772
长春西,四平东,G772
四平东,开原西,G772
开原西,铁岭西,G772
铁岭西,沈阳,G772
沈阳,鞍山西,G772
鞍山西,盖州西,G772
盖州西,瓦房店西,G772
瓦房店西,大连北,G772
郑州,郑州东,G802
北京西,郑州东,G805
郑州,郑州东,G806
北京西,郑州东,G807
洛阳龙门,郑州东,G808
武汉,咸宁北,G1001
衡阳东,乐昌东,G1001
乐昌东,广州南,G1001
广州南,虎门,G1001
虎门,深圳北,G1001
深圳北,广州南,G1002
郴州西,衡阳东,G1002
衡阳东,株洲西,G1002
株洲西,长沙南,G1002
长沙南,汨罗东,G1002
汨罗东,岳阳东,G1002
岳阳东,武汉,G1002
武汉,赤壁北,G1003
长沙南,英德西,G1003
英德西,广州南,G1003
广州南,虎门,G1003
虎门,深圳北,G1003
深圳北,虎门,G1004
广州北,郴州西,G1004
郴州西,衡阳东,G1004
衡阳东,长沙南,G1004
长沙南,岳阳东,G1004
岳阳东,赤壁北,G1004
赤壁北,武汉,G1004
武汉,咸宁北,G1005
长沙南,衡山西,G1005
衡山西,英德西,G1005
英德西,广州南,G1005
广州南,光明城,G1005
光明城,深圳北,G1005
深圳北,虎门,G1006
韶关,耒阳西,G1006
耒阳西,长沙南,G1006
长沙南,咸宁北,G1006
咸宁北,武汉,G1006
武汉,咸宁北,G1007
长沙南,株洲西,G1007
株洲西,衡阳东,G1007
衡阳东,郴州西,G1007
郴州西,广州北,G1007
广州北,广州南,G1007
广州南,深圳北,G1007
深圳北,广州南,G1008
广州南,衡阳东,G1008
衡阳东,株洲西,G1008
株洲西,长沙南,G1008
长沙南,岳阳东,G1008
岳阳东,乐昌东,G1008
武汉,岳阳东,G1009
株洲西,衡阳东,G1009
衡阳东,郴州西,G1009
郴州西,清远,G1009
清远,广州南,G1009
广州南,深圳北,G1009
深圳北,广州南,G1010
郴州西,衡阳东,G1010
衡阳东,长沙南,G1010
长沙南,咸宁北,G1010
咸宁北,武汉,G1010
深圳北,虎门,G1012
清远,郴州西,G1012
郴州西,衡阳东,G1012
衡阳东,长沙南,G1012
长沙南,岳阳东,G1012
岳阳东,武汉,G1012
武汉,岳阳东,G1013
株洲西,衡阳东,G1013
衡阳东,郴州西,G1013
郴州西,广州南,G1013
广州南,虎门,G1013
虎门,深圳北,G1013
深圳北,庆盛,G1014
韶关,郴州西,G1014
郴州西,衡阳东,G1014
衡阳东,株洲西,G1014
株洲西,长沙南,G1014
长沙南,岳阳东,G1014
岳阳东,武汉,G1014
武汉,咸宁北,G1015
衡阳东,郴州西,G1015
郴州西,韶关,G1015
韶关,广州南,G1015
广州南,深圳北,G1015
武汉,岳阳东,G1017
衡阳东,郴州西,G1017
郴州西,韶关,G1017
韶关,广州南,G1017
广州南,虎门,G1017
虎门,深圳北,G1017
武汉,岳阳东,G1019
岳阳东,长沙南,G1019
长沙南,衡阳东,G1019
衡阳东,耒阳西,G1019
耒阳西,韶关,G1019
韶关,广州南,G1019
广州南,虎门,G1019
虎门,深圳北,G1019
深圳北,虎门,G1020
韶关,郴州西,G1020
郴州西,衡阳东,G1020
衡阳东,长沙南,G1020
长沙南,岳阳东,G1020
岳阳东,咸宁北,G1020
咸宁北,武汉,G1020
武汉,咸宁北,G1021
长沙南,衡阳东,G1021
衡阳东,郴州西,G1021
郴州西,韶关,G1021
韶关,广州南,G1021
广州南,深圳北,G1021
深圳北,深圳坪山,G1021
深圳坪山,深圳北,G1022
韶关,郴州西,G1022
郴州西,长沙南,G1022
长沙南,岳阳东,G1022
岳阳东,武汉,G1022
广州南,韶关,G1102
衡阳东,株洲西,G1102
株洲西,长沙南,G1102
长沙南,岳阳东,G1102
岳阳东,赤壁北,G1102
赤壁北,武汉,G1102
武汉,咸宁北,G1103
长沙南,株洲西,G1103
株洲西,衡阳东,G1103
衡阳东,郴州西,G1103
郴州西,韶关,G1103
韶关,广州南,G1103
武汉,岳阳东,G1105
长沙南,衡阳东,G1105
衡阳东,郴州西,G1105
郴州西,广州北,G1105
广州北,广州南,G1105
广州南,郴州西,G1108
郴州西,衡阳东,G1108
衡阳东,长沙南,G1108
长沙南,岳阳东,G1108
武汉,长沙南,G1109
郴州西,韶关,G1109
韶关,广州南,G1109
广州南,英德西,G1110
长沙南,赤壁北,G1110
赤壁北,武汉,G1110
广州南,广州北,G1112
衡阳东,株洲西,G1112
株洲西,长沙南,G1112
长沙南,岳阳东,G1112
岳阳东,武汉,G1112
南京南,全椒,G1113
六安,金寨,G1113
金寨,麻城北,G1113
麻城北,武汉,G1113
武汉,岳阳东,G1113
岳阳东,汨罗东,G1113
汨罗东,长沙南,G1113
长沙南,郴州西,G1113
郴州西,韶关,G1113
韶关,广州南,G1113
广州南,韶关,G1114
长沙南,岳阳东,G1114
岳阳东,武汉,G1114
武汉,咸宁北,G1117
长沙南,衡山西,G1117
衡山西,衡阳东,G1117
衡阳东,郴州西,G1117
郴州西,广州北,G1117
广州北,广州南,G1117
广州南,韶关,G1120
衡阳东,株洲西,G1120
株洲西,长沙南,G1120
长沙南,岳阳东,G1120
岳阳东,赤壁北,G1120
赤壁北,武汉,G1120
广州南,英德西,G1122
衡阳东,长沙南,G1122
长沙南,岳阳东,G1122
岳阳东,咸宁北,G1122
咸宁北,武汉,G1122
武汉,赤壁北,G1123
赤壁北,岳阳东,G1123
岳阳东,长沙南,G1123
长沙南,衡阳东,G1123
衡阳东,郴州西,G1123
郴州西,广州北,G1123
广州北,广州南,G1123
武汉,咸宁北,G1125
长沙南,株洲西,G1125
株洲西,韶关,G1125
韶关,清远,G1125
清远,广州南,G1125
武汉,汨罗东,G1127
郴州西,清远,G1127
清远,广州南,G1127
广州南,郴州西,G1128
株洲西,长沙南,G1128
长沙南,岳阳东,G1128
岳阳东,赤壁北,G1128
赤壁北,武汉,G1128
武汉,金寨,G1128
金寨,六安,G1128
六安,合肥南,G1128
合肥南,南京南,G1128
武汉,岳阳东,G1129
衡阳东,郴州西,G1129
郴州西,韶关,G1129
韶关,广州南,G1129
广州南,韶关,G1130
衡山西,长沙南,G1130
长沙南,岳阳东,G1130
岳阳东,咸宁北,G1130
咸宁北,武汉,G1130
武汉,咸宁北,G1133
长沙南,株洲西,G1133
株洲西,衡阳东,G1133
衡阳东,郴州西,G1133
郴州西,韶关,G1133
韶关,广州南,G1133
广州南,韶关,G1134
衡阳东,长沙南,G1134
长沙南,岳阳东,G1134
岳阳东,武汉,G1134
武汉,咸宁北,G1135
长沙南,株洲西,G1135
株洲西,衡阳东,G1135
衡阳东,郴州西,G1135
郴州西,韶关,G1135
韶关,广州南,G1135
广州南,韶关,G1136
衡阳东,株洲西,G1136
株洲西,长沙南,G1136
长沙南,岳阳东,G1136
岳阳东,武汉,G1136
广州南,韶关,G1138
衡阳东,长沙南,G1138
长沙南,汨罗东,G1138
汨罗东,武汉,G1138
广州南,英德西,G1140
衡阳东,长沙南,G1140
长沙南,岳阳东,G1140
岳阳东,武汉,G1140
武汉,咸宁北,G1143
咸宁北,赤壁北,G1143
赤壁北,汨罗东,G1143
汨罗东,长沙南,G1143
长沙南,株洲西,G1143
株洲西,衡阳东,G1143
衡阳东,乐昌东,G1143
