rank,station,value
等级4,新绛,142.5815551171127
等级4,安靖,142.10019422650362
等级4,银浪,141.58743378643214
等级4,武安,141.15941653933254
等级4,岭南,139.68670214017789
等级4,四道湾,139.03357005169192
等级4,澧县,138.91936532779224
等级4,涉县,138.87426206058944
等级4,新晃,138.63342894090445
等级4,团结,137.9504870344789
等级4,秦家,137.94344284365795
等级4,安德,137.41207229584916
等级4,和平,135.87165914909744
等级4,长临河,134.60669021803474
等级4,复盛,134.42519883559362
等级4,田林,134.27247510656093
等级4,哈达阳,133.96150298791463
等级4,黄口,133.85992699240933
等级4,风陵渡,133.1563414999921
等级4,遂平,133.0484455214831
等级4,李家,131.54127926685868
等级4,洋河,131.52803455777382
等级4,灵璧,131.52803455777382
等级4,泗县,131.52803455777382
等级4,海东西,131.31409554329687
等级4,西岭口,131.3012192017299
等级4,承德县北,131.1006881138498
等级4,独山,131.00515729023908
等级4,新高峰,130.4430052024504
等级4,六合镇,130.4430052024504
等级4,杨岗,130.09017621433924
等级4,顺昌,129.9356721175667
等级4,吉文,129.81332300740965
等级4,喀喇其,129.81332300740965
等级4,甘河,129.81332300740965
等级4,郫县,129.51209394787364
等级4,红光镇,129.05108878849012
等级4,杨村,128.7142164769662
等级4,吉舒,128.4416628637851
等级4,东至,128.3736903129362
等级4,修武西,127.7978457676378
等级4,西麻山,126.34450728910198
等级4,春亭阁,124.10218068738556
等级4,绿潭,123.67045848237323
等级4,武陟,121.36517245054272
等级4,朱日和,121.0178228512936
等级4,二连,121.0178228512936
等级4,克拉玛依,120.64891071199406
等级4,夏邑县,120.2245373122485
等级4,三间房,119.9521526120023
等级4,鹤山,119.025411284946
等级4,来凤,117.96630086402442
等级4,抚宁,117.91079704572236
等级4,神木,117.83886440889486
等级4,安多,117.7125629903968
等级4,喇嘛山,117.42011224106076
等级4,雅鲁,117.42011224106076
等级4,合肥北城,116.72926123504745
等级4,七台河,116.44811049327998
等级4,到保,116.43810640347785
等级4,石桥子,116.37177949842028
等级4,高头,115.86689818316265
等级4,承德东,115.71812561417444
等级4,歙县,115.4415574859261
等级4,阿尔山,115.23106861982532
等级4,新彦,114.80634435563192
等级4,扎罗木得,114.15039513479373
等级4,龙口市,112.13485678871612
等级4,蓬莱市,112.13485678871612
等级4,古城东,111.35949628339614
等级4,昌平北,110.91254557458852
等级4,抚远,110.59233829672854
等级4,换新天,110.40031246803817
等级4,黑水,109.91589437313569
等级4,茂林,109.91589437313569
等级4,怀柔,109.32854305174132
等级4,尚家,108.30764005764672
等级4,羊草,108.30764005764672
等级4,博尔塔拉,108.27863350676908
等级4,万乐,107.4750585938984
等级4,里木店,107.4750585938984
等级4,德兴东,107.31526299477758
等级4,开化,107.31526299477758
等级4,乔庄东,107.2727961539859
等级4,同江,106.42320581922678
等级4,凤凰城,106.11345832777351
等级4,拉林,105.9313203671164
等级4,黄河景区,105.5318843637929
等级4,白音察干,105.07808860887756
等级4,赛汗塔拉,105.07808860887756
等级4,榆树,104.74126592252912
等级4,大林,103.4532999817047
等级4,金宝屯,103.4532999817047
等级4,三阳,103.18544052590288
等级4,彭泽,102.62990721550048
等级4,孟家岗,102.40473082798836
等级4,新津,102.25867409930324
等级4,许家屯,100.2162562169662
等级4,威信,98.99478906310294
等级4,塔河,98.68470902167576
等级4,苍石,98.4639521400114
等级4,马三家,98.39466993435477
等级4,老边,97.99199026051107
等级4,章党,97.77947445626435
等级4,金山屯,97.55276121415608
等级4,美溪,97.55276121415608
等级4,东海,96.32522720361942
等级4,余江,96.0710440717436
等级4,东来,95.99443903990986
等级4,万发屯,95.3432085108801
等级4,万年,95.10803256243256
等级4,乌鲁布铁,95.06045466846972
等级4,大杨树东,95.06045466846972
等级4,裴德,94.98412272463582
等级4,北流,94.67362413026298
等级4,漠河,94.36368370479444
等级4,阿木尔,94.36368370479444
等级4,平坝南,94.28739753039784
等级4,下台子,94.08152598080072
等级4,新津南,93.9096267176328
等级4,怀柔北,92.76644037421828
等级4,畲江北,92.75911956805544
等级4,哈拉苏,91.97565453177567
等级4,石梯,91.97062853986894
等级4,泡子,91.86405953206702
等级4,随州南,91.60328981989892
等级4,泉阳,91.28463383954384
等级4,三十家,90.98120661257504
等级4,毛陈,90.76077185023507
等级4,顺义,90.68077553131091
等级4,罗城,89.70453743795753
等级4,四方台,89.52191351648398
等级4,绿博园,89.5216435930338
等级4,八仙筒,89.10393136365231
等级4,杏树,88.79852290854927
等级4,背荫河,88.59273703621452
等级4,黑台,88.3543434755933
等级4,柳林南,86.17195751878147
等级4,低庄,85.72947394790462
等级4,牛家,85.71688115326981
等级4,周家,85.71688115326981
等级4,稷山,85.67509505073986
等级4,哈拉海,85.4076743331105
等级4,孙家,84.767725407776
等级4,合阳北,84.48609345914838
等级4,松青,83.64286075096533
等级4,米沙子,83.55938174534407
等级4,塔城,83.51428485052084
等级4,柞水,83.07338632375036
等级4,桐梓北,82.9780757565992
等级4,汤旺河,82.48576164168847
等级4,五营,82.48576164168847
等级4,红星,82.48576164168847
等级4,红山,82.48576164168847
等级4,笔架山,82.29562020341925
等级4,小寺沟,82.27541948317173
等级4,干塘,82.25452372999358
等级4,八面通,81.80268344095
等级4,名山,80.97523410313728
等级4,松树镇,80.9637247748604
等级4,仙人桥,80.9637247748604
等级4,佛岭,80.82090238381744
等级4,嘉兴,80.46131165129061
等级4,虎尔虎拉,80.1150275531914
等级4,徘徊北,80.03030846841943
等级4,午汲,80.03030846841943
等级4,水洋,80.03030846841943
等级4,南峧,80.03030846841943
等级4,什里店,80.03030846841943
等级4,豆庄,80.03030846841943
等级4,新固镇,80.03030846841943
等级4,偏店,80.03030846841943
等级4,微子镇,80.03030846841943
等级4,康城,80.03030846841943
等级4,新林,79.7437315286647
等级4,白桦排,79.42379382165126
等级4,开阳,78.38240764454855
等级4,温江,78.27576196956832
等级4,亚河,78.25459727777513
等级4,青山,78.25459727777513
等级4,汇流河,78.24455150855842
等级4,襄阳东,77.7738009405746
等级4,凌海,77.63306933706315
等级4,南翔北,77.18641750109283
等级4,东胜东,77.12087111808563
等级4,克一河,76.90780670205193
等级4,步行街,75.28710615152737
等级4,界山,75.20580097428422
等级4,新青,75.20094072911986
等级4,友好,75.20094072911986
等级4,古城,75.18479037998932
等级4,富海,75.18479037998932
等级4,扎音河,75.06763235138288
等级4,朱砂古镇,74.33407712326867
等级4,滴道,73.59186408487959
等级4,五棵树,73.17007399539575
等级4,泥溪,73.07760876111135
等级4,温春,72.90488086665582
等级4,泾川,72.78967797890255
等级4,长庆桥,72.78967797890255
等级4,雁栖湖,72.58144231485312
等级4,霍林郭勒,71.92107496873518
等级4,观音机场,71.73445499788073
等级4,双鸭山,71.44183849341078
等级4,露水河,70.24133883645877
等级4,伊通,70.19045512309111
等级4,安家,69.466757739572
等级4,门源,69.0415047344809
等级4,兰岗,69.03227019889361
等级4,冯屯,68.83667084892778
等级4,阳曲西,68.5141059725812
等级4,福利区,68.4635821648088
等级4,涞源,67.90501079712385
等级4,太平镇,67.3878880635927
等级4,通海,67.30809963254012
等级4,达连河,67.25186435510317
等级4,开安,66.87031195982709
等级4,双吉,66.8655558509762
等级4,霍尔果斯,65.48698246177898
等级4,锦界,64.88892433319027
等级4,双阳,64.49787522577401
等级4,蒙山,64.44244589715969
等级4,蜀河,64.14117164457534
等级4,宜良北,63.92190767501705
等级4,杨林,63.7643703589989
等级4,山河屯,63.53187356419636
等级4,小榆树,63.24352594703024
等级4,梨树镇,63.08688756828241
等级4,珠斯花,63.06580626230674
等级4,三汇镇,62.6842067459321
等级4,五叉沟,62.42656799802226
等级4,南江,61.8651466876306
等级4,圣浪,60.719721403760985
等级4,四棵树,60.242421614014845
等级4,滦平,60.044121121427374
等级4,索伦,59.89544034743477
等级4,潘家店,59.51608019527001
等级4,西大庙,59.51608019527001
等级4,洞庙河,59.51608019527001
等级4,北马圈子,59.51608019527001
等级4,上板城南,59.51608019527001
等级4,新杖子,59.51608019527001
等级4,南湾子,59.51608019527001
等级4,纪家沟,59.36095793397391
等级4,朝阳湖,58.779656873066685
等级4,丰乐镇,58.41495921472844
等级4,商河,58.40324377686481
等级4,阳信,58.40324377686481
等级4,利津南,58.40324377686481
等级4,洪河,58.11274699226944
等级4,寒葱沟,58.11274699226944
等级4,前锋,58.11274699226944
等级4,小东,58.07429363268184
等级4,阿尔山北,57.94866682402581
等级4,伊敏,57.94866682402581
等级4,下花园,56.90925636947745
等级4,东岔,56.71419393834128
等级4,许昌北,56.33890067224982
等级4,大通西,55.78935966728265
等级4,鲁河,55.4121961252263
等级4,水洞,54.69428049077237
等级4,集安,54.66020672324183
等级4,柯柯,54.18684378991405
等级4,通州,54.01758240179391
等级4,豆罗,53.71003678287758
等级4,漫流河,53.61126894169078
等级4,东莞港,52.71505804100246
等级4,沙井西,52.71505804100246
等级4,望牛墩,52.71505804100246
等级4,大关,52.51581975877589
等级4,盐津,52.51581975877589
等级4,宜宾,52.51581975877589
等级4,水富,52.51581975877589
等级4,悬钟,52.432613945349125
等级4,闵集,52.02735650420468
等级4,峨眉,51.97145438401305
等级4,乃林,51.72724856701511
等级4,二龙,51.72724856701511
等级4,沙海,51.72724856701511
等级4,汐子,51.72724856701511
等级4,朝中,51.23871345930053
等级4,乌兰,51.09580133655573
等级4,天棚,51.09580133655573
等级4,凌源东,50.847011549980266
等级4,小新街,49.749651629084255
等级4,霍邱,49.62671126622943
等级4,石磷,49.22917996161834
等级4,柳毛,49.22917996161834
等级4,丰城东,48.75670368240319
等级4,娄山关南,48.39755173415129
等级4,北京北,48.38634761380188
等级4,弯道,48.03022733423487
等级4,光明,48.03022733423487
等级4,朝阳村,48.03022733423487
等级4,青水山,48.03022733423487
等级4,五林,47.85639544278072
等级4,洛湾三江,47.83004889455489
等级4,古北口,47.691137242567656
等级4,中和,47.03022733423487
等级4,宾西北,46.99995725301258
等级4,沃皮,46.69353901211496
等级4,布海,46.69353901211496
等级4,上板城,46.65345661090577
等级4,扎鲁特,46.38288488456995
等级4,奈林皋,45.822724985570375
等级4,黄冈西,45.49681465154801
等级4,果松,45.30836678899195
等级4,九台南,45.17092715496363
等级4,左岭,44.190491972852136
等级4,睢宁,44.14594800822742
等级4,黄柏,43.98661094900963
等级4,东通化,43.98661094900963
等级4,东镇,43.44039585712067
等级4,齐哈日格图,43.24967764760064
等级4,土牧尔台,43.24967764760064
等级4,斗沟子,43.16813535753468
等级4,马莲河,43.16813535753468
等级4,沙园,43.138826207158345
等级4,华家,42.93548326388413
等级4,靖西,42.888764655393416
等级4,北京大兴,42.80822183178969
等级4,榆树沟,42.70084020851237
等级4,上谷,42.70084020851237
等级4,甲山,42.70084020851237
等级4,铁厂,42.600316587889736
等级4,彭州南,42.48574431462998
等级4,互助,42.20312093340043
等级4,兴和北,42.17150378065472
等级4,平社,41.83789959431665
等级4,和静,41.56926133699103
等级4,太原东,41.40583798192304
等级4,阿勒泰,41.15660410391547
等级4,北屯市,41.15660410391547
等级4,虎山,40.6630065256188
等级4,无为南,40.659307177599445
等级4,花山南,40.44688761904895
等级4,双流西,40.364631479208285
等级4,双柳,40.3610025894569
等级4,平洋,40.25442355524644
等级4,杨树岭,40.13419506259479
等级4,桦林,39.9574537602915
等级4,建桥,39.88202004511314
等级4,宝坻,38.661383263379136
等级4,西哲里木,37.8591946933934
等级4,通天屯,37.55520617275426
等级4,绕阳河,37.49887427446836
等级4,高山子,37.49887427446836
等级4,鹤北,37.06386097282578
等级4,宝泉岭,37.06386097282578
等级4,东明县,36.89525053107898
等级4,获嘉,36.63735769695349
等级4,宁乡,35.87631649732214
等级4,高滩,35.5669746816762
等级4,织金,35.55640473735542
等级4,口前,35.538600296892
等级4,鹤立,35.094114999637455
等级4,南芬,35.07462076080351
等级4,江源,34.85412261314495
等级4,路口铺,34.84848439071507
等级4,费县北,34.78829311697681
等级4,泗水南,34.78829311697681
等级4,阳岔,34.57023249362217
等级4,平旺,34.55561074924017
等级4,香港红磡,34.47233993690055
等级4,天津北,34.05621307739105
等级4,兴凯,33.985177993834384
等级4,磨刀石,33.985177993834384
等级4,姚千户屯,33.07888848724953
等级4,阿巴嘎旗,32.85939135958655
等级4,大埔,32.78756737144105
等级4,和龙,32.29877455165555
等级4,龙井,32.29877455165555
等级4,汤池,32.16691986082923
等级4,大方,32.115615848597294
等级4,建湖,31.615431801461952
等级4,大民屯,31.520590135577
等级4,芨岭,31.374330435080505
等级4,玉石,31.374330435080505
等级4,平原堡,31.374330435080505
等级4,许三湾,31.374330435080505
等级4,大石寨,31.26706757336706
等级4,中宁东,31.10057071188465
等级4,仙林,30.884377749684973
等级4,深井子,30.626577291463853
等级4,蔡家崖,30.5806254273989
等级4,汾河,30.5806254273989
等级4,娄烦,30.5806254273989
等级4,镇城底,30.5806254273989
等级4,白文东,30.5806254273989
等级4,钟家村,30.199278588645715
等级4,福海,29.90358991445166
等级4,葛根庙,29.67783188375244
等级4,滨州,29.40271055628589
等级4,临邑,29.40271055628589
等级4,东营南,29.000533220578927
等级4,湟源,28.67286343663686
等级4,申家店,28.13996935252156
等级4,倭肯,28.13996935252156
等级5,温根托海,28.116684260446117
等级5,昆都仑召,27.864586186574147
等级5,白云鄂博,27.864586186574144
等级5,北舍,27.5976945230703
等级5,纳雍,27.48217085847493
等级5,大兴,27.015947870408525
等级5,丰城南,26.99659520667036
等级5,天门,26.803623289858013
等级5,阳泉,26.57830016531899
等级5,卓资山,26.44329095738213
等级5,孤山,26.44329095738213
等级5,公积坂,26.44329095738213
等级5,美岱召,26.44329095738213
等级5,福生庄,26.44329095738213
等级5,陶思浩,26.44329095738213
等级5,民族,26.44329095738213
等级5,红砂坝,26.44329095738213
等级5,八苏木,26.44329095738213
等级5,旗下营,26.44329095738213
等级5,三道营,26.44329095738213
等级5,十八台,26.44329095738213
等级5,苏集,26.44329095738213
等级5,姑家堡,26.44329095738213
等级5,马盖图,26.44329095738213
等级5,哈达,26.23289549989322
等级5,孙镇,26.198799848369724
等级5,黄陵,26.198799848369724
等级5,蒲城,26.198799848369724
等级5,二井,26.18172192237708
等级5,辰清,26.18172192237708
等级5,西岗子,26.18172192237708
等级5,饮马峡,25.90027471439708
等级5,麻山,25.894302179412637
等级5,青龙,25.894302179412637
等级5,奎山,25.894302179412637
等级5,杨木,25.894302179412637
等级5,莫尔道嘎,25.72881810311694
等级5,得耳布尔,25.72881810311694
等级5,西乌旗,25.53819008416524
等级5,白音华南,25.53819008416524
等级5,金林,25.00581795940731
等级5,满归,25.00581795940731
等级5,金河,25.00581795940731
等级5,哈业胡同,24.27119283029932
等级5,碱柜,24.27119283029932
等级5,头道桥,24.27119283029932
等级5,乌拉山,24.27119283029932
等级5,杭锦旗,24.27119283029932
等级5,西小召,24.27119283029932
等级5,公庙子,24.27119283029932
等级5,四分滩,24.27119283029932
等级5,白彦花,24.27119283029932
等级5,大武口,24.040029544160014
等级5,攀枝花,24.0369697684891
等级5,凭祥,23.89934951584937
等级5,宁明,23.89934951584937
等级5,扶绥,23.89934951584937
等级5,平台,23.639025712689488
等级5,统军庄,23.627607716687383
等级5,张辛,23.627607716687383
等级5,庙城,23.627607716687383
等级5,六道河子,23.627607716687383
等级5,前苇塘,23.627607716687383
等级5,平凉南,23.15714514434692
等级5,白狼,22.88500705594232
等级5,阿贵图,22.86729214869432
等级5,德日斯图,22.86729214869432
等级5,七苏木,22.86729214869432
等级5,夏拉哈马,22.86729214869432
等级5,郭尔奔敖包,22.86729214869432
等级5,锡林呼都嘎,22.86729214869432
等级5,大陆号,22.86729214869432
等级5,宝拉格,22.86729214869432
等级5,楚鲁图,22.86729214869432
等级5,西里,22.86729214869432
等级5,贲红,22.86729214869432
等级5,白银哈尔,22.86729214869432
等级5,查干特格,22.86729214869432
等级5,芦家村,22.86729214869432
等级5,临江,22.548961905429664
等级5,柳树,22.351820485036203
等级5,桥头,22.25141842113731
等级5,乳山,22.193238626949952
等级5,中宁南,22.157145144346917
等级5,石坝,22.157145144346917
等级5,艾家村,22.157145144346917
等级5,褚家湾,22.157145144346917
等级5,六盘山,22.157145144346917
等级5,三营,22.157145144346917
等级5,李旺,22.157145144346917
等级5,大战场,22.157145144346917
等级5,七营,22.157145144346917
等级5,新李,22.157145144346917
等级5,长农,22.157145144346917
等级5,三关口,22.157145144346917
等级5,韩府湾,22.157145144346917
等级5,宣和,22.157145144346917
等级5,彭阳,22.157145144346917
等级5,王团庄,22.157145144346917
等级5,二营,22.157145144346917
等级5,沈家河,22.157145144346917
等级5,黄羊滩,22.157145144346917
等级5,土桥子,22.157145144346917
等级5,张兰,21.995687422368967
等级5,神头,21.828960188501323
等级5,百宜,21.7240111299405
等级5,金银潭,21.54910591469181
等级5,高村,21.418949797158323
等级5,林海,20.99383904734633
等级5,劲松,20.99383904734633
等级5,小扬气,20.99383904734633
等级5,碧州,20.99383904734633
等级5,井陉,20.692196133868837
等级5,娘子关,20.692196133868837
等级5,柳树泉,20.66765502495272
等级5,唐海南,20.45461734320757
等级5,下社,20.418949797158326
等级5,大营,20.418949797158326
等级5,东淤地,20.418949797158326
等级5,长发屯,20.184576150855584
等级5,花湖,20.04151665173883
等级5,驼腰岭,19.923307854832217
等级5,额济纳,19.891578742030823
等级5,黄羊镇,19.71735057623696
等级5,西固城,19.71735057623696
等级5,坡底下,19.71735057623696
等级5,龙沟,19.71735057623696
等级5,打柴沟,19.71735057623696
等级5,库伦,19.68923426852548
等级5,白音胡硕,19.622744527256643
等级5,营街,19.52298959191873
等级5,羊尾哨,19.52298959191873
等级5,小哨,19.52298959191873
等级5,车转湾,19.52298959191873
等级5,松河,19.52298959191873
等级5,玉舍,19.52298959191873
等级5,花家庄,19.52298959191873
等级5,白沙坡,19.52298959191873
等级5,茅草坪,19.52298959191873
等级5,发耳,19.52298959191873
等级5,月亮田,19.52298959191873
等级5,吴官田,19.52298959191873
等级5,沙沱,19.52298959191873
等级5,都格,19.52298959191873
等级5,马龙,19.52298959191873
等级5,白鸡坡,19.52298959191873
等级5,三家寨,19.52298959191873
等级5,盘关,19.52298959191873
等级5,平关,19.52298959191873
等级5,雨格,19.52298959191873
等级5,平田,19.52298959191873
等级5,柏果,19.52298959191873
等级5,照福铺,19.52298959191873
等级5,渡市,19.110008138409444
等级5,宏克力,18.826974948265264
等级5,老营,18.67776089452177
等级5,道清,18.67776089452177
等级5,内江,18.66471535486421
等级5,迤那,18.584084621733645
等级5,金钟,18.584084621733645
等级5,关寨,18.584084621733645
等级5,仙水,18.584084621733645
等级5,滥坝,18.584084621733645
等级5,高峰,18.584084621733645
等级5,化处,18.584084621733645
等级5,昭通南,18.584084621733645
等级5,凉水井,18.584084621733645
等级5,李子沟,18.584084621733645
等级5,南陈铺,18.318678848476747
等级5,北板桥,18.318678848476747
等级5,西阳村,18.318678848476747
等级5,晋城北,18.318678848476747
等级5,西武匠,18.318678848476747
等级5,赵庄,18.318678848476747
等级5,大辛庄,18.318678848476747
等级5,东坡,18.318678848476747
等级5,后寨,18.318678848476747
等级5,长子,18.318678848476747
等级5,东元庆,18.318678848476747
等级5,秦家庄,18.01166120131962
等级5,岢岚,18.01166120131962
等级5,神池,18.01166120131962
等级5,下马塘,17.690736790121786
等级5,祁家堡,17.690736790121786
等级5,刘家河,17.690736790121786
等级5,陈相屯,17.690736790121786
等级5,达家沟,17.605400166120262
等级5,博白,17.553183033386418
等级5,武乡,17.477332614962673
等级5,新绰源,16.749401469773936
等级5,忠工屯,16.749401469773936
等级5,塔尔气,16.749401469773936
等级5,猛洞河,16.7249003216962
等级5,秦岭,16.381996363864143
等级5,朝天南,16.381996363864143
等级5,宏庆,16.381996363864143
等级5,天岗,16.22945811881178
等级5,大石头,16.22945811881178
等级5,黄松甸,16.22945811881178
等级5,白石山,16.22945811881178
等级5,黄泥河,16.22945811881178
等级5,南河川,16.134191416323173
等级5,洛门,16.134191416323173
等级5,三阳川,16.134191416323173
等级5,鸳鸯镇,16.134191416323173
等级5,新阳镇,16.134191416323173
等级5,渭南镇,16.134191416323173
等级5,羊马,16.13304298093999
等级5,宁东南,16.09959150027638
等级5,红寺堡,16.09959150027638
等级5,柳家庄,16.09959150027638
等级5,峻德,16.02477437197884
等级5,加劳,16.012990474137318
等级5,六个鸡,16.012990474137318
等级5,桐木寨,16.012990474137318
等级5,水花,16.012990474137318
等级5,羊坪,16.012990474137318
等级5,蕉溪,16.012990474137318
等级5,宝老山,16.012990474137318
等级5,砚川,15.60796178787073
等级5,华容东,15.585147110104558
等级5,栟茶,15.330549874974729
等级5,如东,15.330549874974729
等级5,中寨,15.158833481936924
等级5,秧草地,15.158833481936924
等级5,新坪田,15.158833481936924
等级5,茂舍祖,15.158833481936924
等级5,江所田,15.158833481936924
等级5,威箐,15.158833481936924
等级5,陆良,15.158833481936924
等级5,西街口,15.158833481936924
等级5,小雨谷,15.158833481936924
等级5,宜耐,15.158833481936924
等级5,长坡岭,15.158833481936924
等级5,施家嘴,15.158833481936924
等级5,瓦窑田,15.158833481936924
等级5,小得江,15.158833481936924
等级5,乐善村,15.158833481936924
等级5,革居,15.158833481936924
等级5,王家营西,15.158833481936924
等级5,七甸,15.158833481936924
等级5,上西铺,15.158833481936924
等级5,班猫箐,15.158833481936924
等级5,芦沟,15.158833481936924
等级5,羊者窝,15.158833481936924
等级5,岔江,15.158833481936924
等级5,韦庄,15.099639294322856
等级5,黄羊湾,15.000979211608271
等级5,兰溪,14.94807199717522
等级5,南峪,14.806092102418678
等级5,寿阳,14.806092102418678
等级5,岩会,14.806092102418678
等级5,井南,14.806092102418678
等级5,东营,14.701355278142945
等级5,陵城,14.701355278142945
等级5,博兴,14.701355278142945
等级5,德保,14.61306279787901
等级5,郁山,14.612986995711836
等级5,泔溪,14.612986995711836
等级5,中嘴,14.612986995711836
等级5,龙池,14.612986995711836
等级5,白涛,14.612986995711836
等级5,鱼泉,14.612986995711836
等级5,洛碛,14.612986995711836
等级5,治安,14.465332613785844
等级5,新窝铺,14.465332613785844
等级5,余粮堡,14.465332613785844
等级5,嘎什甸子,14.465332613785844
等级5,三义井,14.465332613785844
等级5,小河沿,14.465332613785844
等级5,土门子,14.439264787015928
等级5,园墩,14.439264787015928
等级5,沙坡头,14.439264787015928
等级5,黑冲滩,14.439264787015928
等级5,察尔汗,14.183005308598403
等级5,鸟岛,14.183005308598403
等级5,锡铁山,14.183005308598403
等级5,哈尔盖,14.183005308598403
等级5,刚察,14.183005308598403
等级5,曹妃甸港,14.098509682511672
等级5,翠岗,14.090023835623414
等级5,濮阳,14.066126075397218
等级5,龙桥,13.55310239253315
等级5,大杖子,13.501205210392053
等级5,当雄,13.100718814786337
等级5,夏官营,13.043560400946388
等级5,甘草店,13.043560400946388
等级5,通安驿,13.043560400946388
等级5,李家坪,13.043560400946388
等级5,大西,12.923717297690509
等级5,兰州东,12.864483562560237
等级5,丰水村,12.864483562560231
等级5,红砂岘,12.864483562560231
等级5,兴泉堡,12.864483562560231
等级5,红岘台,12.864483562560231
等级5,营盘水,12.864483562560231
等级5,水源,12.864483562560231
等级5,朱家窑,12.864483562560231
等级5,汉寿,12.800040169507374
等级5,黄瓜园,11.969178739910497
等级5,师庄,11.969178739910497
等级5,新江,11.969178739910497
等级5,黑井,11.969178739910497
等级5,阿南庄,11.969178739910497
等级5,迤资,11.969178739910497
等级5,大湾子,11.969178739910497
等级5,花棚子,11.969178739910497
等级5,甸心,11.969178739910497
等级5,红江,11.969178739910497
等级5,建安,11.685196685910682
等级5,谢家镇,11.646975473090484
等级5,新立镇,11.646975473090484
等级5,流水沟,11.597547350525623
等级5,五道河,11.597547350525623
等级5,官高,11.597547350525623
等级5,猴山,11.597547350525623
等级5,虎什哈,11.597547350525623
等级5,白旗,11.597547350525623
等级5,张百湾,11.597547350525623
等级5,金沟屯,11.597547350525623
等级5,梁底下,11.597547350525623
等级5,滦河沿,11.597547350525623
等级5,刀尔登,11.272432275320906
等级5,建昌,11.272432275320906
等级5,金杖子,11.272432275320906
等级5,柳树屯,11.272432275320906
等级5,西斗铺,11.224242892184863
等级5,明安,11.224242892184863
等级5,营盘湾,11.224242892184863
等级5,包头西,11.224242892184863
等级5,包头北,11.224242892184863
等级5,老羊壕,11.224242892184863
等级5,坝梁,11.224242892184863
等级5,高家村,11.224242892184863
等级5,瓦窑坝,11.224242892184863
等级5,重庆南,11.1668012268349
等级5,日喀则,10.990684938388938
等级5,鸭园,10.836746584037884
等级5,古交,10.193541809132968
等级5,岚县,10.193541809132965
等级5,大屯,9.70106532403517
等级5,陶家屯,9.70106532403517
等级5,大方南,9.172846167548602
等级5,源迁,9.14569517848265
等级5,蔺家楼,9.14569517848265
等级5,南博山,9.14569517848265
等级5,黑旺,9.14569517848265
等级5,司家岭,9.14569517848265
等级5,范镇,9.14569517848265
等级5,莱芜东,9.14569517848265
等级5,南仇,9.14569517848265
等级5,常庄,9.14569517848265
等级5,吐列毛杜,8.523690191176541
等级5,通化县,8.483416292038601
等级5,灌水,8.483416292038601
等级5,石城,8.483416292038601
等级5,千河,8.409702563744435
等级5,亚布力南,8.393894975071744
等级5,八里甸子,8.199738960630786
等级5,铁刹山,8.199738960630786
等级5,大阳,8.199738960630786
等级5,朱石寨,8.136478523377727
等级5,打羊,8.136478523377727
等级5,学庄,8.136478523377727
等级5,峰洞,8.136478523377727
等级5,平安,8.055157731819678
等级5,平罗,8.013343181386672
等级5,暖泉,8.013343181386672
等级5,大磴沟,8.013343181386672
等级5,白芨沟,8.013343181386672
等级5,汝箕沟,8.013343181386672
等级5,下仓,7.930206206684683
等级5,长武,7.925853190420922
等级5,曾家坪子,7.890956716138921
等级5,敬梓场,7.890956716138921
等级5,王场,7.890956716138921
等级5,邓家湾,7.890956716138921
等级5,昭通北,7.890956716138921
等级5,滩头,7.890956716138921
等级5,岔河,7.890956716138921
等级5,盐津北,7.890956716138921
等级5,小儿坪,7.890956716138921
等级5,一步滩,7.890956716138921
等级5,临江溪,7.890956716138921
等级5,宜宾南,7.890956716138921
等级5,豆沙关,7.890956716138921
等级5,孔滩,7.890956716138921
等级5,横江,7.890956716138921
等级5,苍坪,7.890956716138921
等级5,沙沙坡,7.890956716138921
等级5,小关溪,7.890956716138921
等级5,俞冲,7.890956716138921
等级5,彝良,7.890956716138921
等级5,田梁子,7.890956716138921
等级5,西来,7.86172707782398
等级5,绿化,7.809265612169312
等级5,塘豹,7.649692623711514
等级5,双河市,7.321188556739479
等级5,崇左,7.299783171949788
等级5,濑湍,7.299783171949788
等级5,双子河,7.284820912568604
等级5,桐梓,7.2839993042485265
等级5,三江,7.2839993042485265
等级5,太白,7.2839993042485265
等级5,娄山关,7.2839993042485265
等级5,夏坝,7.2839993042485265
等级5,蒙渡,7.2839993042485265
等级5,赶水,7.2839993042485265
等级5,綦江,7.2839993042485265
等级5,镇紫街,7.2839993042485265
等级5,松坝,7.2839993042485265
等级5,新场,7.2839993042485265
等级5,大河坝,7.2839993042485265
等级5,七龙星,7.2839993042485265
等级5,元田坝,7.2839993042485265
等级5,红花园,7.2839993042485265
等级5,木竹河,7.2839993042485265
等级5,云居寺,7.098642843759418
等级5,三合庄,7.098642843759418
等级5,塔崖驿,7.098642843759418
等级5,大涧,7.098642843759418
等级5,紫荆关,7.098642843759418
等级5,艾河,7.098642843759418
等级5,大灰厂,7.098642843759418
等级5,浮图峪,7.098642843759418
等级5,十渡,7.098642843759418
等级5,燕山,7.098642843759418
等级5,孤山口,7.098642843759418
等级5,百里峡,7.098642843759418
等级5,小西庄,7.098642843759418
等级5,云彩岭,7.098642843759418
等级5,奇峰塔,7.098642843759418
等级5,南城司,7.098642843759418
等级5,平峪,7.098642843759418
等级5,王安镇,7.098642843759418
等级5,北屯,7.098642843759418
等级5,大盘石,7.098642843759418
等级5,野三坡,7.098642843759418
