train_no,origin_station,destination_station,station_train_code
5f000D552432,南通,南京,D5524
5f000D553441,南通,南京,D5531
54000D553223,南京,南通,D5532
54000D553223,南京,南通,D5533
5f000D553441,南通,南京,D5534
5f000D554423,南通,南京,D5541
54000D554223,南京,南通,D5542
54000D554223,南京,南通,D5543
5f000D554423,南通,南京,D5544
5f000D555210,南通,南京,D5549
54000D555000,南京,南通,D5550
54000D555000,南京,南通,D5551
5f000D555210,南通,南京,D5552
56000D557710,杭州东,黄山北,D5577
52000D557810,黄山北,杭州东,D5578
56000D557910,杭州东,黄山北,D5579
52000D558010,黄山北,杭州东,D5580
56000D558110,杭州东,黄山北,D5581
52000D558200,黄山北,杭州东,D5582
56000D558500,杭州东,黄山北,D5585
52000D558610,黄山北,杭州东,D5586
56000D558740,杭州东,黄山北,D5587
52000D558810,黄山北,杭州东,D5588
56000D558910,杭州东,黄山北,D5589
52000D559010,黄山北,杭州东,D5590
5i000D559500,合肥南,黄山北,D5595
52000D559600,黄山北,合肥南,D5596
5i000D559700,合肥南,黄山北,D5597
52000D559810,黄山北,合肥南,D5598
5l000D560123,南京南,安庆,D5601
59000D560220,安庆,南京南,D5602
5l000D560341,南京南,安庆,D5603
59000D560402,安庆,南京南,D5604
5l000D560510,南京南,安庆,D5605
59000D560611,安庆,南京南,D5606
5l000D560720,南京南,铜陵,D5607
59000D560802,安庆,南京南,D5608
5l000D560902,南京南,安庆,D5609
54000D561000,铜陵,南京南,D5610
59000D562211,安庆,南京南,D5622
5l000D564110,南京南,芜湖,D5641
54000D564203,芜湖,南京南,D5642
54000D564401,芜湖,南京南,D5644
51000D564601,马鞍山东,南京南,D5646
5i000D565112,合肥南,安庆,D5651
59000D565210,安庆,合肥南,D5652
5i000D565312,合肥南,安庆,D5653
59000D565411,安庆,合肥南,D5654
5i000D565501,合肥南,安庆,D5655
59000D565602,安庆,合肥南,D5656
5i000D565710,合肥南,安庆,D5657
59000D565803,安庆,合肥南,D5658
5i000D565910,合肥南,安庆,D5659
59000D566010,安庆,合肥南,D5660
5i000D566110,合肥南,安庆,D5661
59000D566210,安庆,合肥南,D5662
5i000D566301,合肥南,安庆,D5663
59000D566411,安庆,合肥南,D5664
5i000D566512,合肥南,安庆,D5665
59000D566603,安庆,合肥南,D5666
55000D568501,上海南,义乌,D5685
56000D568601,义乌,上海南,D5686
55000D568901,上海南,开化,D5689
56000D569004,开化,上海南,D5690
42000D575401,宜昌东,武昌,D5751
39000D575202,武昌,宜昌东,D5752
39000D575202,武昌,宜昌东,D5753
42000D575401,宜昌东,武昌,D5754
42000D575801,宜昌东,武昌,D5755
39000D575601,武昌,利川,D5756
39000D575601,武昌,利川,D5757
42000D575801,宜昌东,武昌,D5758
42000D576200,宜昌东,武昌,D5759
39000D576002,武昌,宜昌东,D5760
39000D576002,武昌,宜昌东,D5761
42000D576200,宜昌东,武昌,D5762
42000D576602,恩施,武昌,D5763
39000D576401,武昌,宜昌东,D5764
39000D576401,武昌,宜昌东,D5765
42000D576602,恩施,武昌,D5766
42000D577000,宜昌东,武昌,D5767
39000D576800,武昌,宜昌东,D5768
39000D576800,武昌,宜昌东,D5769
42000D577000,宜昌东,武昌,D5770
42000D58040M,宜昌东,武汉,D5801
4e000D580201,武汉,宜昌东,D5802
4e000D580201,武汉,宜昌东,D5803
42000D58040M,宜昌东,武汉,D5804
42000D580802,宜昌东,武汉,D5805
4e000D580601,武汉,宜昌东,D5806
4e000D580601,武汉,宜昌东,D5807
42000D580802,宜昌东,武汉,D5808
42000D581203,宜昌东,武汉,D5809
4e000D581001,武汉,宜昌东,D5810
4e000D581001,武汉,宜昌东,D5811
42000D581203,宜昌东,武汉,D5812
42000D581620,利川,武汉,D5813
4e000D581403,武汉,利川,D5814
4e000D581403,武汉,利川,D5815
42000D581620,利川,武汉,D5816
42000D58200F,恩施,武汉,D5817
42000D58200F,恩施,武汉,D5820
42000D58240E,宜昌东,武汉,D5821
4e000D582203,武汉,宜昌东,D5822
4e000D582203,武汉,宜昌东,D5823
42000D58240E,宜昌东,武汉,D5824
42000D58280B,宜昌东,武汉,D5825
42000D58280B,宜昌东,武汉,D5828
42000D586420,宜昌东,大冶北,D5861
39000D586200,大冶北,宜昌东,D5862
39000D586200,大冶北,宜昌东,D5863
42000D586420,宜昌东,大冶北,D5864
39000D586606,阳新,恩施,D5866
39000D586606,阳新,恩施,D5867
42000D588420,利川,黄冈东,D5881
39000D588201,黄冈东,利川,D5882
39000D588201,黄冈东,利川,D5883
42000D588420,利川,黄冈东,D5884
39000D594102,汉口,宜昌东,D5941
42000D594201,宜昌东,汉口,D5942
39000D594306,汉口,恩施,D5943
39000D594502,汉口,宜昌东,D5945
42000D594602,宜昌东,汉口,D5946
39000D594701,汉口,宜昌东,D5947
42000D59480S,宜昌东,汉口,D5948
39000D594920,汉口,宜昌东,D5949
42000D595010,宜昌东,汉口,D5950
39000D595100,汉口,利川,D5951
42000D595200,利川,汉口,D5952
39000D595303,汉口,宜昌东,D5953
42000D59540D,宜昌东,汉口,D5954
39000D595701,汉口,宜昌东,D5957
42000D595810,宜昌东,汉口,D5958
39000D596101,汉口,宜昌东,D5961
42000D596202,利川,汉口,D5962
39000D596501,汉口,恩施,D5965
42000D596600,恩施,汉口,D5966
42000D596800,宜昌东,汉口,D5968
42000D597001,宜昌东,汉口,D5970
39000D599401,孝感东,宜昌东,D5991
42000D599220,恩施,孝感东,D5992
42000D599220,恩施,孝感东,D5993
39000D599401,孝感东,宜昌东,D5994
47000D60010J,济南,青岛,D6001
49000D60020B,青岛,济南,D6002
47000D600303,济南,青岛,D6003
49000D60040E,青岛,济南,D6004
47000D600510,济南,青岛,D6005
49000D60060E,青岛,平原东,D6006
4p000D600707,济南西,青岛,D6007
49000D60080I,青岛,济南,D6008
47000D60090M,济南,青岛,D6009
47000D60110G,济南,青岛,D6011
49000D60120I,青岛,济南西,D6012
47000D601800,济南东,青岛,D6015
49000D601630,青岛,济南东,D6016
49000D601630,青岛,济南东,D6017
47000D601800,济南东,青岛,D6018
47000D602200,济南东,潍坊,D6019
49000D602009,潍坊,济南西,D6020
47000D602200,济南东,潍坊,D6022
49000D602702,潍坊,青岛,D6027
49000D602801,青岛,潍坊,D6028
47000D603402,济南东,龙口市,D6031
4k000D603320,龙口市,济南,D6032
4k000D603320,龙口市,济南,D6033
47000D603402,济南东,龙口市,D6034
4k000D603501,龙口市,威海,D6035
49000D603800,青岛,济南东,D6038
49000D603800,青岛,济南东,D6039
4k000D604304,龙口市,青岛,D6043
49000D604403,青岛,龙口市,D6044
49000D604403,青岛,龙口市,D6045
4k000D604304,龙口市,青岛,D6046
4p000D605103,济南西,烟台,D6051
47000D60530B,济南,烟台,D6053
49000D60540B,烟台,济南东,D6054
49000D60540B,烟台,济南东,D6055
4q000D606106,平原东,烟台,D6061
49000D60620G,烟台,济南东,D6062
49000D60620G,烟台,济南东,D6063
49000D606602,烟台,龙口市,D6066
47000D607105,济南,荣成,D6071
49000D60720D,荣成,济南,D6072
47000D607308,济南,荣成,D6073
49000D60740B,荣成,济南,D6074
47000D607509,济南,荣成,D6075
49000D60760B,荣成,济南,D6076
4q000D607702,平原东,荣成,D6077
49000D60780A,荣成,济南西,D6078
47000D607903,济南,威海,D6079
49000D608004,威海,平原东,D6080
49000D609206,荣成,烟台,D6092
49000D609309,烟台,荣成,D6093
77000D610100,石柱县,重庆北,D6101
77000D610200,重庆北,石柱县,D6102
77000D610300,石柱县,重庆北,D6103
77000D610401,重庆北,石柱县,D6104
77000D610501,石柱县,重庆北,D6105
77000D610600,重庆北,石柱县,D6106
77000D611100,丰都,重庆北,D6111
77000D611300,丰都,重庆北,D6113
77000D611400,重庆北,丰都,D6114
77000D611500,丰都,重庆北,D6115
77000D611600,重庆北,丰都,D6116
77000D611700,丰都,重庆北,D6117
77000D611800,重庆北,丰都,D6118
77000D613110,长寿北,重庆北,D6131
77000D613200,重庆北,长寿北,D6132
77000D613301,长寿北,重庆北,D6133
77000D613400,重庆北,长寿北,D6134
77000D614102,重庆西,重庆北,D6141
77000D614202,重庆北,重庆西,D6142
77000D615101,重庆西,重庆北,D6151
77000D615200,重庆北,重庆西,D6152
77000D615300,重庆西,重庆北,D6153
77000D615400,重庆北,重庆西,D6154
77000D615500,重庆西,重庆北,D6155
77000D615600,重庆北,重庆西,D6156
77000D615700,重庆西,重庆北,D6157
77000D615800,重庆北,重庆西,D6158
77000D615900,重庆西,重庆北,D6159
77000D616000,重庆北,重庆西,D6160
77000D616100,重庆西,重庆北,D6161
77000D616200,重庆北,重庆西,D6162
77000D616300,重庆西,重庆北,D6163
77000D616400,重庆北,重庆西,D6164
77000D616502,重庆西,重庆北,D6165
77000D616600,重庆北,重庆西,D6166
77000D616700,重庆西,重庆北,D6167
77000D616800,重庆北,重庆西,D6168
77000D616902,重庆西,重庆北,D6169
77000D617000,重庆北,重庆西,D6170
77000D618100,重庆北,南充北,D6181
77000D618510,万州北,重庆西,D6185
77000D618710,重庆西,万州北,D6186
77000D618710,重庆西,万州北,D6187
77000D618510,万州北,重庆西,D6188
76000D619220,广元,苍溪,D6192
58000D62010M,福州,厦门,D6201
58000D62040C,厦门,福州,D6204
58000D62060J,厦门,福州,D6206
58000D62070J,福州,厦门,D6207
58000D62080J,厦门,福州,D6208
58000D62100C,厦门,福州,D6210
58000D62120O,厦门,福州,D6212
58000D62130P,福州,厦门北,D6213
58000D62140O,厦门,福州,D6214
58000D62160J,厦门,福州,D6216
58000D62170R,福州,厦门,D6217
5n000D62180J,诏安,福州,D6218
58000D62190M,福州,厦门,D6219
58000D62200Q,厦门,福州,D6220
58000D62210S,福州,诏安,D6221
58000D62230V,福州,厦门,D6223
58000D62240P,厦门,福州,D6224
58000D62250X,福州,厦门,D6225
58000D62260O,厦门,福州,D6226
58000D62270R,福州,厦门,D6227
58000D62280K,厦门,福州,D6228
58000D62290S,福州,厦门,D6229
58000D62310T,福州,厦门,D6231
58000D62330T,福州,厦门,D6233
58000D62370T,福州,厦门,D6237
58000D62380Q,厦门,福州,D6238
5y000D624107,武夷山东,厦门,D6241
58000D62420D,厦门,武夷山东,D6242
57000D625102,景德镇北,南昌,D6251
57000D625403,南昌,景德镇北,D6254
57000D625510,景德镇北,南昌西,D6255
57000D625602,南昌,景德镇北,D6256
57000D625701,景德镇北,南昌,D6257
57000D626004,南昌,景德镇北,D6260
5y000D626103,婺源,南昌,D6261
57000D626203,南昌,婺源,D6262
5y000D626302,婺源,南昌,D6263
57000D626403,南昌,婺源,D6264
57000D626804,南昌,南 昌,D6265
57000D626604,南昌,南 昌,D6266
57000D626604,南昌,南 昌,D6267
57000D626804,南昌,南 昌,D6268
5n000D631207,福州南,福州 南,D6312
5n000D631207,福州南,福州 南,D6313
58000D631805,厦门,厦 门,D6315
58000D631805,厦门,厦 门,D6318
5c000D632401,龙岩,福鼎,D6321
5n000D632302,福鼎,龙岩,D6322
5n000D632302,福鼎,龙岩,D6323
5c000D632401,龙岩,福鼎,D6324
5n000D632903,福鼎,福州,D6329
58000D633005,福州,福鼎,D6330
58000D63320K,厦门,福鼎,D6332
5n000D63330O,福鼎,厦门,D6333
5n000D63350K,福鼎,福州,D6335
58000D63360N,福州,福鼎,D6336
57000D63410G,九江,南昌,D6341
57000D63440H,南昌,九江,D6344
57000D63450D,九江,南昌,D6345
57000D63480I,南昌,九江,D6348
57000D63490D,九江,南昌,D6349
57000D63520H,南昌,九江,D6352
57000D63530G,九江,南昌,D6353
57000D63550D,九江,南昌,D6355
5u000D635600,南昌西,九江,D6356
57000D63600B,南昌,九江,D6360
5u000D637408,南昌西,九江,D6374
5u000D637804,南昌西,九江,D6378
5n000D63810H,福鼎,龙岩,D6381
5c000D63830L,龙岩,福鼎,D6382
5c000D63830L,龙岩,福鼎,D6383
5n000D63810H,福鼎,龙岩,D6384
58000D64070T,福州,龙岩,D6407
58000D64090K,福州,长汀南,D6409
58000D64070T,福州,龙岩,D6410
58000D64090K,福州,长汀南,D6412
58000D64150N,福州,龙岩,D6415
58000D64170D,福州,龙岩,D6417
58000D64150N,福州,龙岩,D6418
58000D64190G,福州,龙岩,D6419
58000D64170D,福州,龙岩,D6420
58000D64190G,福州,龙岩,D6422
58000D642510,厦门,诏安,D6425
5n000D642610,诏安,厦门,D6426
58000D642700,厦门,诏安,D6427
5n000D642810,诏安,厦门,D6428
5c000D64370Q,龙岩,福州,D6436
5c000D64370Q,龙岩,福州,D6437
58000D643905,长汀南,福州,D6438
58000D643905,长汀南,福州,D6439
5c000D64410G,龙岩,福州,D6440
5c000D64410G,龙岩,福州,D6441
5c000D64430E,龙岩,福州,D6442
5c000D64430E,龙岩,福州,D6443
5c000D64450J,龙岩,福州,D6444
5c000D64450J,龙岩,福州,D6445
5c000D64490M,龙岩,福州,D6448
5c000D64490M,龙岩,福州,D6449
5c000D647109,龙岩,厦门,D6471
58000D647206,厦门,龙岩,D6472
5c000D64730D,龙岩,厦门,D6473
58000D647403,厦门,龙岩,D6474
5c000D64750M,龙岩,厦门北,D6475
5n000D647607,厦门北,龙岩,D6476
57000D65010C,南昌,福州,D6501
58000D65020I,福州,南昌,D6502
58000D65040D,福州,南昌,D6504
57000D65050A,九江,福州,D6505
58000D65060B,福州,南昌西,D6506
57000D65070D,南昌,福州,D6507
58000D65080H,福州,九江,D6508
58000D65100F,福州,南昌,D6510
57000D65110E,南昌,福州,D6511
57000D651302,南昌,龙岩,D6513
5c000D651401,龙岩,南昌,D6514
57000D65210G,南昌,厦门,D6521
58000D65220N,厦门,南昌,D6522
5u000D65230P,南昌西,厦门,D6523
57000D65250N,九江,厦门,D6525
58000D652606,厦门,南昌,D6526
58000D652808,厦门,南昌西,D6528
57000D65290F,南昌,漳州,D6529
57000D65310K,南昌,厦门,D6531
58000D65320G,厦门,南昌,D6532
5n000D65340H,漳州,南昌西,D6534
5u000D65410F,三明北,福州,D6541
58000D65420H,福州,三明北,D6542
5u000D65430D,三明北,福州,D6543
58000D654408,福州,三明北,D6544
5u000D654701,南昌西,南丰,D6547
5u000D654808,南丰,南昌西,D6548
57000D657100,赣州,福州,D6571
58000D657202,福州,赣州,D6572
58000D657202,福州,赣州,D6573
57000D657100,赣州,福州,D6574
58000D657507,福州,赣州,D6575
57000D657709,赣州,福州,D6576
57000D657709,赣州,福州,D6577
58000D657507,福州,赣州,D6578
57000D65810E,赣州,厦门,D6581
58000D658209,厦门,赣州,D6582
57000D658308,赣州,厦门,D6583
58000D65840B,厦门,赣州,D6584
5n000D65910B,福州南,长汀南,D6591
58000D659309,长汀南,福州南,D6592
58000D659309,长汀南,福州南,D6593
5n000D65910B,福州南,长汀南,D6594
57000D659501,赣州,福鼎,D6595
5n000D659703,福鼎,赣州,D6596
5n000D659703,福鼎,赣州,D6597
57000D659501,赣州,福鼎,D6598
24000D66110C,北京,曹妃甸东,D6611
25000D661200,曹妃甸东,北京,D6612
25000D661200,曹妃甸东,北京,D6613
24000D66110C,北京,曹妃甸东,D6614
24000D66150D,北京,曹妃甸港,D6615
25000D661600,曹妃甸港,北京,D6616
25000D661600,曹妃甸港,北京,D6617
24000D66150D,北京,曹妃甸港,D6618
24000D66190E,北京,秦皇岛,D6619
25000D66200D,秦皇岛,北京,D6620
24000D663510,北京,秦皇岛,D6635
25000D663610,秦皇岛,北京,D6636
24000D665503,北京南,保定,D6655
26000D665603,保定,北京南,D6656
24000D665704,北京南,保定,D6657
26000D665804,保定,北京南,D6658
58000D667100,福州,龙岩,D6671
58000D667100,福州,龙岩,D6674
57000D667709,赣州,厦门北,D6677
5n000D667806,厦门北,赣州,D6678
25000D668402,唐山,曹妃甸东,D6681
25000D668202,曹妃甸东,唐山,D6682
25000D668202,曹妃甸东,唐山,D6683
25000D668402,唐山,曹妃甸东,D6684
25000D668802,唐山,曹妃甸港,D6685
25000D668602,曹妃甸港,唐山,D6686
25000D668602,曹妃甸港,唐山,D6687
25000D668802,唐山,曹妃甸港,D6688
25000D67340C,秦皇岛,石家庄,D6731
26000D67320A,石家庄,秦皇岛,D6732
26000D67320A,石家庄,秦皇岛,D6733
25000D67340C,秦皇岛,石家庄,D6734
25000D673805,秦皇岛,石家庄,D6735
26000D673605,石家庄,秦皇岛,D6736
26000D673605,石家庄,秦皇岛,D6737
25000D673805,秦皇岛,石家庄,D6738
26000D673900,石家庄,衡水北,D6739
26000D674000,衡水北,石家庄,D6740
33000D675106,呼和浩特东,包头,D6751
33000D675204,包头,呼和浩特东,D6752
33000D675309,呼和浩特东,包头,D6753
33000D675407,包头,呼和浩特东,D6754
33000D675560,呼和浩特东,包头,D6755
33000D675605,包头,呼和浩特东,D6756
33000D675706,呼和浩特东,包头,D6757
33000D675806,包头,呼和浩特东,D6758
33000D675905,呼和浩特东,包头,D6759
33000D676040,包头,呼和浩特东,D6760
33000D676130,呼和浩特东,包头,D6761
33000D676203,包头,呼和浩特东,D6762
33000D676309,呼和浩特东,包头,D6763
33000D676408,包头,呼和浩特东,D6764
33000D676531,呼和浩特东,包头,D6765
33000D676609,包头,呼和浩特东,D6766
33000D676730,呼和浩特东,包头,D6767
33000D676806,包头,呼和浩特东,D6768
36000D676900,乌兰察布,包头,D6769
33000D677030,包头,乌兰察布,D6770
36000D677101,乌兰察布,包头,D6771
33000D677230,包头,乌兰察布,D6772
36000D677302,乌兰察布,包头,D6773
33000D677404,包头,乌兰察布,D6774
36000D677501,乌兰察布,包头,D6775
33000D677601,包头,乌兰察布,D6776
36000D677710,乌兰察布,呼和浩特东,D6777
33000D677810,呼和浩特东,乌兰察布,D6778
36000D677901,乌兰察布,呼和浩特东,D6779
33000D678030,呼和浩特东,乌兰察布,D6780
4f000D68010L,西安北,宝鸡南,D6801
4g000D68020O,宝鸡南,西安北,D6802
4f000D68090I,西安北,宝鸡南,D6809
4g000D68120K,宝鸡南,西安北,D6812
4f000D68170J,西安北,宝鸡南,D6817
4g000D68180L,宝鸡南,西安北,D6818
4f000D68210H,西安北,宝鸡南,D6821
4g000D68220I,宝鸡南,西安北,D6822
4f000D683905,华山北,西安北,D6839
4f000D684001,西安北,华山北,D6840
4f000D685140,西安北,宁强南,D6851
43000D685205,汉中,西安北,D6852
4f000D68530E,西安北,宁强南,D6853
43000D685420,宁强南,西安北,D6854
4f000D68550H,西安北,汉中,D6855
43000D685603,宁强南,西安北,D6856
4f000D68570D,西安北,汉中,D6857
43000D685805,汉中,西安北,D6858
4f000D685908,西安北,汉中,D6859
43000D686004,宁强南,西安北,D6860
4f000D686107,西安北,汉中,D6861
43000D686207,汉中,西安北,D6862
4f000D686340,西安北,宁强南,D6863
43000D686406,汉中,西安北,D6864
4f000D68650H,西安北,汉中,D6865
43000D686605,汉中,西安北,D6866
4f000D68670L,西安北,汉中,D6867
43000D686803,汉中,西安北,D6868
4f000D68690N,西安北,汉中,D6869
43000D687010,宁强南,西安北,D6870
4f000D68710G,西安北,汉中,D6871
43000D68720A,汉中,西安北,D6872
4f000D68730E,西安北,汉中,D6873
43000D687406,汉中,西安北,D6874
0h000D690107,哈尔滨西,齐齐哈尔南,D6901
04000D69020A,齐齐哈尔,哈尔滨西,D6902
0h000D690308,哈尔滨西,齐齐哈尔,D6903
04000D690440,齐齐哈尔南,哈尔滨,D6904
0h000D69050A,哈尔滨西,齐齐哈尔,D6905
04000D69060G,齐齐哈尔,哈尔滨,D6906
01000D69070A,哈尔滨,齐齐哈尔南,D6907
04000D69080F,齐齐哈尔,哈尔滨,D6908
0h000D69090B,哈尔滨西,齐齐哈尔,D6909
04000D691009,齐齐哈尔,哈尔滨,D6910
0h000D691110,哈尔滨西,齐齐哈尔,D6911
04000D691210,齐齐哈尔,哈尔滨,D6912
01000D691306,哈尔滨,齐齐哈尔,D6913
04000D69140B,齐齐哈尔,哈尔滨,D6914
01000D691502,哈尔滨,齐齐哈尔,D6915
04000D69160B,齐齐哈尔,哈尔滨西,D6916
01000D691720,哈尔滨,齐齐哈尔南,D6917
04000D691820,齐齐哈尔,哈尔滨,D6918
01000D691920,哈尔滨,齐齐哈尔,D6919
04000D69200D,齐齐哈尔,哈尔滨,D6920
01000D692110,哈尔滨,齐齐哈尔,D6921
04000D692230,齐齐哈尔,哈尔滨,D6922
01000D69230A,哈尔滨,齐齐哈尔,D6923
04000D69240A,齐齐哈尔,哈尔滨西,D6924
0h000D692510,哈尔滨西,齐齐哈尔,D6925
04000D692607,齐齐哈尔,哈尔滨西,D6926
01000D692708,哈尔滨,齐齐哈尔,D6927
01000D692910,哈尔滨,齐齐哈尔南,D6929
04000D693010,齐齐哈尔南,哈尔滨西,D6930
01000D693101,哈尔滨,齐齐哈尔,D6931
04000D693201,齐齐哈尔,哈尔滨西,D6932
01000D693310,哈尔滨,齐齐哈尔,D6933
04000D693400,齐齐哈尔,哈尔滨西,D6934
04000D693600,齐齐哈尔南,哈尔滨,D6936
33000D696106,呼和浩特东,鄂尔多斯,D6961
3d000D696203,鄂尔多斯,呼和浩特东,D6962
33000D696300,呼和浩特东,鄂尔多斯,D6963
3d000D696403,鄂尔多斯,呼和浩特东,D6964
36000D696503,乌兰察布,鄂尔多斯,D6965
3d000D696605,鄂尔多斯,乌兰察布,D6966
36000D696702,乌兰察布,鄂尔多斯,D6967
3d000D696804,鄂尔多斯,乌兰察布,D6968
4e000D700304,武汉,阳新,D7003
4e000D700501,武汉,阳新,D7005
4e000D700701,武汉,大冶北,D7007
39000D700810,大冶北,武汉,D7008
4e000D700900,武汉,阳新,D7009
39000D701010,阳新,武汉,D7010
42000D703100,恩施,利川,D7031
42000D703210,利川,恩施,D7032
42000D703310,宜昌东,恩施,D7033
39000D708400,孝感东,咸宁南,D7081
39000D708200,咸宁南,孝感东,D7082
39000D708200,咸宁南,孝感东,D7083
39000D708400,孝感东,咸宁南,D7084
39000D708800,孝感东,咸宁南,D7085
39000D708600,咸宁南,孝感东,D7086
39000D708600,咸宁南,孝感东,D7087
39000D708800,孝感东,咸宁南,D7088
61000D712100,怀化南,衡阳东,D7121
6c000D712200,衡阳东,怀化南,D7122
61000D712300,怀化南,衡阳东,D7123
6c000D712400,衡阳东,怀化南,D7124
6k000D712800,湛江西,珠海,D7125
6e000D712600,珠海,湛江西,D7126
6e000D712600,珠海,湛江西,D7127
6k000D712800,湛江西,珠海,D7128
6e000D713200,珠海,广州南,D7132
6c000D713301,广州南,珠海,D7133
6e000D713400,珠海,广州南,D7134
6c000D713502,广州南,珠海,D7135
6e000D713602,珠海,广州南,D7136
70000D713700,佛山西,珠海,D7137
6e000D713800,珠海,佛山西,D7138
6c000D713901,广州南,珠海,D7139
6e000D714000,珠海,佛山西,D7140
6c000D716500,广州南,珠海,D7165
6e000D716600,珠海,广州南,D7166
6c000D717101,广州南,湛江西,D7171
6k000D717201,湛江西,佛山西,D7172
6c000D719500,广州南,茂名,D7195
66000D719601,茂名,佛山西,D7196
6z000D730100,梅州西,潮汕,D7301
6j000D730200,潮汕,梅州西,D7302
6j000D730800,潮汕,梅州西,D7308
6z000D730900,梅州西,深圳北,D7309
6i000D731000,深圳北,梅州西,D7310
6z000D731100,梅州西,深圳北,D7311
6i000D731200,深圳北,梅州西,D7312
6z000D731300,梅州西,潮汕,D7313
6i000D731400,深圳北,梅州西,D7314
6z000D731500,梅州西,深圳北,D7315
6i000D731600,深圳北,梅州西,D7316
6z000D731700,梅州西,深圳北,D7317
6j000D731800,潮汕,梅州西,D7318
6z000D731900,梅州西,潮汕,D7319
6j000D735100,潮汕,深圳北,D7351
6i000D735200,深圳北,潮汕,D7352
6j000D735300,潮汕,深圳北,D7353
6i000D735400,深圳北,潮汕,D7354
6j000D735500,潮汕,深圳北,D7355
6i000D735600,深圳北,潮汕,D7356
6j000D735700,潮汕,深圳北,D7357
6j000D735900,潮汕,深圳北,D7359
6j000D736100,潮汕,深圳北,D7361
6i000D736200,深圳北,潮汕,D7362
6i000D74040B,深圳北,汕头,D7401
67000D740202,汕头,深圳北,D7402
67000D740202,汕头,深圳北,D7403
6i000D74040B,深圳北,汕头,D7404
6i000D74080E,深圳北,汕头,D7405
6i000D74080E,深圳北,汕头,D7408
6j000D74090G,潮汕,深圳北,D7409
6i000D74100C,深圳北,潮汕,D7410
6i000D741220,深圳北,潮汕,D7412
6i000D74160F,深圳北,汕头,D7413
67000D741400,汕头,深圳北,D7414
67000D741400,汕头,深圳北,D7415
6i000D74160F,深圳北,汕头,D7416
6j000D74190H,潮汕,深圳北,D7419
6i000D74200J,深圳北,饶平,D7420
6j000D74230F,潮汕,深圳北,D7423
6i000D74240H,深圳北,潮汕,D7424
6j000D74250I,饶平,深圳北,D7425
6i000D74260F,深圳北,潮汕,D7426
6j000D742706,饶平,深圳北,D7427
6i000D742804,深圳北,饶平,D7428
6i000D743202,深圳北,汕头,D7429
67000D743002,汕头,深圳北,D7430
67000D743002,汕头,深圳北,D7431
6i000D743202,深圳北,汕头,D7432
6i000D743601,深圳北,汕头,D7433
67000D743401,汕头,深圳北,D7434
67000D743401,汕头,深圳北,D7435
6i000D743601,深圳北,汕头,D7436
6i000D744002,深圳北,汕头,D7437
67000D743803,汕头,深圳北,D7438
67000D743803,汕头,深圳北,D7439
6i000D744002,深圳北,汕头,D7440
6i000D744401,深圳北,汕头,D7441
67000D744203,汕头,深圳北,D7442
67000D744203,汕头,深圳北,D7443
6i000D744401,深圳北,汕头,D7444
6i000D744802,深圳北,汕头,D7445
67000D744601,汕头,深圳北,D7446
67000D744601,汕头,深圳北,D7447
6i000D744802,深圳北,汕头,D7448
70000D745102,佛山西,湛江西,D7451
6k000D745209,湛江西,广州南,D7452
70000D745302,佛山西,湛江西,D7453
6k000D745603,湛江西,广州南,D7456
6k000D74580F,湛江西,广州南,D7458
6c000D746105,广州南,湛江西,D7461
6k000D746202,湛江西,广州南,D7462
6c000D746307,广州南,湛江西,D7463
6k000D746402,湛江西,广州南,D7464
70000D74650I,佛山西,湛江西,D7465
6c000D746905,广州南,湛江西,D7469
6k000D747004,湛江西,广州南,D7470
6c000D74710F,广州南,湛江西,D7471
6k000D747204,湛江西,广州南,D7472
6k000D747408,湛江西,肇庆东,D7474
6c000D747500,广州南,湛江西,D7475
6k000D74760I,湛江西,广州南,D7476
6c000D747702,广州南,湛江西,D7477
6k000D748004,湛江西,广州南,D7480
6c000D748304,广州南,湛江西,D7483
6c000D74850H,广州南,湛江西,D7485
6k000D748604,湛江西,佛山西,D7486
6c000D748705,广州南,湛江西,D7487
6k000D748803,湛江西,佛山西,D7488
6c000D74970D,广州南,湛江西,D7497
6k000D749807,湛江西,广州南,D7498
6c000D749906,广州南,湛江西,D7499
6k000D75000C,湛江西,广州南,D7500
65000D750110,广州东,梅州西,D7501
6z000D750300,梅州西,广州东,D7502
6z000D750300,梅州西,广州东,D7503
65000D750110,广州东,梅州西,D7504
65000D750520,广州东,梅州西,D7505
6z000D750700,梅州西,广州东,D7506
6z000D750700,梅州西,广州东,D7507
65000D750520,广州东,梅州西,D7508
65000D750906,广州东,汕头,D7509
67000D751002,汕头,广州东,D7510
67000D751002,汕头,广州东,D7511
65000D750906,广州东,汕头,D7512
65000D751309,广州东,饶平,D7513
6j000D751509,饶平,广州东,D7514
6j000D751509,饶平,广州东,D7515
65000D751309,广州东,饶平,D7516
65000D751707,广州东,汕头,D7517
67000D751801,汕头,广州东,D7518
67000D751801,汕头,广州东,D7519
65000D751707,广州东,汕头,D7520
65000D752108,广州东,汕头,D7521
67000D752201,汕头,广州东,D7522
67000D752201,汕头,广州东,D7523
65000D752108,广州东,汕头,D7524
65000D752506,广州东,汕头,D7525
67000D752601,汕头,广州东,D7526
67000D752601,汕头,广州东,D7527
65000D752506,广州东,汕头,D7528
65000D752908,广州东,潮汕,D7529
67000D753005,汕头,广州东,D7530
67000D753005,汕头,广州东,D7531
